article_id	published_at	url	status	detail	collection	timestamp	replay_url	global_count	now_count	submission_attempted
29519298d3db229f6c7d6ebbc20b8a3c80f39bde	2019-09-20T16:16:00Z	https://www.publico.pt/2019/09/20/fugas/noticia/kind-kitchen-cozinha-vegana-nao-ha-rei-prato-1887015	missing	submission_failed				0	0	yes
c52b58924545a7d9d1edf395e9fc147dc89ee7c8	2019-10-08T19:19:48Z	https://www.publico.pt/2019/10/08/local/noticia/bipzip-tao-importante-derrubar-muros-bairros-lisboetas-1889326	missing	submission_failed				0	0	yes
e91415d7130fc79b96a7d9252ca0eed58c33e77f	2019-10-30T17:32:36Z	https://www.publico.pt/2019/10/30/local/noticia/shopping-brasilia-porto-vai-renovado-ate-2021-convida-lojistas-lumiere-1891953	missing	submission_failed				0	0	yes
dbfcf3bea060dc89b4993dee1931a0f93d4e137a	2019-11-27T18:55:24Z	https://www.publico.pt/2019/11/27/p3/noticia/phenix-esta-aplicacao-quer-evitar-desperdicio-da-comida-as-flores-1895340	missing	submission_failed				0	0	yes
5d88419abd448d0f6bed8685b5ca2cca7de548d9	2019-11-29T06:32:36Z	https://www.publico.pt/2019/11/29/infografia/pegada-roupa-391	missing	submission_failed				0	0	yes
24ee1bdaa3abb886619c1015f0991e723271f7a9	2020-01-21T17:59:25Z	https://www.publico.pt/2020/01/21/economia/noticia/fruta-feia-evita-duas-mil-toneladas-desperdicio-alimentar-paga-milhao-euros-agricultores-1901179	missing	submission_failed				0	0	yes
c1bd48c483d731bed40d6035f78ec4e582bf407c	2020-01-23T12:51:00Z	https://www.publico.pt/2020/01/23/impar/opiniao/menos-nutrientes-alimentos-troca-justa-sustentavel-1901237	missing	submission_failed				0	0	yes
08ebabfd05d76111c7f4f60b1e941ee0040a3d95	2020-02-04T08:05:00Z	https://www.publico.pt/2020/02/04/p3/noticia/empresas-associacoes-governo-assinam-pacto-acabar-plasticos-uso-unico-portugal-1902724	missing	submission_failed				0	0	yes
bc7d1cdab95cdad069d3dc4baf60fae2bb40f0b0	2020-02-04T17:49:57Z	https://www.publico.pt/2020/02/04/p3/noticia/too-good-to-go-app-quer-evitar-desperdicio-comida-chegou-porto-1902843	missing	submission_failed				0	0	yes
43d2511c800b68b18c64dc01729fc8fd5e12e1a3	2020-02-04T12:28:31Z	https://www.publico.pt/2020/02/04/sociedade/noticia/reciclagem-plastico-numeros-zero-nao-reflectem-esforco-ministerio-1902790	missing	submission_failed				0	0	yes
04aabef76fb687c3c65d9b7fad4f33103b2453e2	2020-02-07T23:55:00Z	https://www.publico.pt/2020/02/07/fugas/noticia/viver-diferente-menos-desperdicio-1902963	missing	submission_failed				0	0	yes
4a4b016fd2a530f86d0fa2d552c455cf31b6f8e8	2020-04-01T04:15:00Z	https://www.publico.pt/2020/04/01/opiniao/noticia/ecossocialismo-ideia-cujo-tempo-chegou-1910429	missing	submission_failed				0	0	yes
df70e6a4efdd7c112b3783192c209033d312c078	2020-05-14T13:07:06Z	https://www.publico.pt/2020/05/14/estudiop/noticia/42-mil-toneladas-plastico-nao-sao-so-numero-1916460	missing	submission_failed				0	0	yes
29413a12c923c513269aac1cdc1cd02c9ec1dc27	2020-06-23T16:35:06Z	https://www.publico.pt/2020/06/23/sociedade/noticia/vale-banana-estudo-mostra-retalho-reduzir-desperdicio-alimentar-terco-1921609	missing	submission_failed				0	0	yes
e232eeef2e31ed35b420d3e646e91a25581bf990	2020-08-05T21:00:48Z	https://www.publico.pt/2020/08/05/p3/noticia/video-posnos-falar-desperdicio-alimentar-problema-nao-novo-ha-combata-1927217	missing	submission_failed				0	0	yes
a71711812af34d39ec006bfdf02100b2c24cbfc4	2020-08-07T16:43:17Z	https://www.publico.pt/2020/08/07/p3/noticia/embalagens-biodegradaveis-mao-portuguesa-distinguidas-comissao-europeia-1927451	missing	submission_failed				0	0	yes
cb232263088694abb8b5f8fe5d46f26b1e7da01b	2020-09-29T11:46:30Z	https://www.publico.pt/2020/09/29/sociedade/noticia/unidos-desperdicio-junta-lutam-comida-nao-acabe-lixo-1933288	missing	submission_failed				0	0	yes
		https://www.publico.pt/2020/10/22/p3/noticia/fruta-feia-distinguida-premio-europeu-life-prova-funciona-1936266	missing	submission_failed				0	0	yes
fd09963f45749cd094192e932d0c199571eb1992	2020-11-10T19:53:44Z	https://www.publico.pt/2020/11/10/p3/fotogaleria/abate-milhoes-visons-dinamarca-comecou-decisao-pode-sido-ilegal-403467	missing	submission_failed				0	0	yes
ac8b08b73b8f04428737af6efbf909e9f9d0f3d7	2020-11-19T21:00:00Z	https://www.publico.pt/2020/11/19/local/noticia/restaurantes-vao-evitar-mandar-tantos-restos-lixo-1939893	missing	submission_failed				0	0	yes
41c30a74c5f982b058e84c360d68811de50ae111	2020-11-24T15:50:25Z	https://www.publico.pt/2020/11/24/impar/noticia/ha-16-portugueses-corrida-oscares-livros-cozinha-1940435	missing	submission_failed				0	0	yes
6b6af77f347c48f110a91c976e95015a0e542197	2021-02-02T10:25:26Z	https://www.publico.pt/2021/02/02/ciencia/noticia/pesca-comercial-reduzir-diferenciacao-genetica-peixes-nivel-mundial-1948897	missing	submission_failed				0	0	yes
7ac9260fb5e40b27542891164fcefce4ad9c4eca	2021-02-19T21:29:48Z	https://www.publico.pt/2021/02/19/impar/noticia/68-anos-atras-grades-jovem-condenado-prisao-perpetua-ha-tempo-eua-abraca-liberdade-1951443	missing	submission_failed				0	0	yes
82ba4f928417d4bfd9213d8489a3d89f254e4651	2021-04-14T08:17:00Z	https://www.publico.pt/2021/04/14/p3/noticia/replay-dar-nova-vida-brinquedos-usados-1958304	missing	submission_failed				0	0	yes
9137861d3e7f3662eb0fcdc14ca48ef8dce537fa	2021-04-22T10:31:48Z	https://www.publico.pt/2021/04/22/p3/noticia/nigeria-jovens-criam-moda-partir-lixo-combater-poluicao-1959577	missing	submission_failed				0	0	yes
980fdbea78c5f115ac061ae7a2aa7bb382d3123d	2021-04-24T10:39:05Z	https://www.publico.pt/2021/04/24/mundo/noticia/familia-norteamericana-acusada-vender-lixivia-tratar-covid19-condenada-prisao-perpetua-1959868	missing	submission_failed				0	0	yes
c7a5e73eb76cc102ee1a792e4431b27620108994	2021-05-03T05:36:00Z	https://www.publico.pt/2021/05/03/economia/noticia/vai-futuro-verde-europa-1960853	missing	submission_failed				0	0	yes
3794028a58e546b8577a3e6016fcccad9dbc6543	2021-05-19T19:04:38Z	https://www.publico.pt/2021/05/19/local/noticia/borras-cafe-natan-faz-nascer-tonelada-cogumelos-mes-1963257	missing	submission_failed				0	0	yes
c065cf9513e073c1049c5f2e383d6eeaf1a2780c	2021-07-21T15:10:57Z	https://www.publico.pt/2021/07/21/p3/noticia/desperdicio-cerca-40-alimentos-cultivados-nao-sao-consumidos-1971264	missing	submission_failed				0	0	yes
47e38359d2ad8711d4b4209752cab83b97f8f2bf	2021-08-30T12:15:07Z	https://www.publico.pt/2021/08/30/impar/noticia/quer-aprender-compostagem-ha-nova-escola-gratuita-acessivel-1975677	missing	submission_failed				0	0	yes
497e0d93a9972472ffc200021284898e7b07b4cf	2021-09-05T07:10:00Z	https://www.publico.pt/2021/09/05/impar/opiniao/bufetes-escolares-indignados-costume-1976142	missing	submission_failed				0	0	yes
286c10506a407537701ba6aa83f2df0defd7f287	2021-09-15T08:30:00Z	https://www.publico.pt/2021/09/15/impar/opiniao/longo-caminho-aproximarmos-dieta-planetaria-1977391	missing	submission_failed				0	0	yes
b349fccd5aa5199442b3cc99dff7ba70d9ba0eae	2021-10-22T06:45:00Z	https://www.publico.pt/2021/10/22/impar/noticia/saber-comer-pequenoalmoco-tres-granolas-portuguesas-sao-boa-opcao-1980814	missing	submission_failed				0	0	yes
57ba055e28c8e0608897dea53babc001dae3c639	2021-11-03T08:31:06Z	https://www.publico.pt/2021/11/03/mundo/noticia/china-pede-familias-armazenem-alimentos-face-obstaculos-abastecimento-1983455	missing	submission_failed				0	0	yes
